,time,,x1,y1,z1,x2,y2,z2
842,9.344,1.75697E+12,145.880325,139.351791,548.748047,141.51355,-3.473406,548.239746
843,9.355,1.75697E+12,145.971466,139.451614,548.674316,141.454025,-3.52308,548.242004
844,9.366,1.75697E+12,145.955414,139.319336,548.811096,141.527298,-3.590131,548.128479
845,9.377,1.75697E+12,145.994049,139.374435,548.745483,141.458588,-3.499308,548.18396
846,9.388,1.75697E+12,146.065445,139.362976,548.728699,141.558151,-3.564684,548.239563
847,9.4,1.75697E+12,145.970932,139.506561,548.618347,141.524368,-3.522588,548.239868
848,9.411,1.75697E+12,145.959122,139.457428,548.672607,141.503937,-3.548836,548.27478
849,9.422,1.75697E+12,145.982742,139.447235,548.674927,141.466446,-3.493451,548.174744
850,9.433,1.75697E+12,145.887253,139.418991,548.692749,141.460938,-3.418054,548.019165
851,9.444,1.75697E+12,145.907639,139.339218,548.751526,141.490829,-3.577845,548.240662
852,9.455,1.75697E+12,145.919952,139.449036,548.643127,141.545654,-3.462564,548.258179
853,9.466,1.75697E+12,145.97554,139.493912,548.847412,141.54892,-3.613758,548.209106
854,9.477,1.75697E+12,145.931534,139.365387,548.7323,141.463333,-3.560516,548.217651
855,9.488,1.75697E+12,145.929062,139.432632,548.59613,141.47995,-3.567358,548.254456
856,9.5,1.75697E+12,145.99115,139.459183,548.659851,141.496841,-3.531606,548.208374
857,9.511,1.75697E+12,146.012085,139.385223,548.81427,141.570343,-3.5285,548.297363
858,9.522,1.75697E+12,145.956177,139.466232,548.664612,141.513733,-3.495853,548.162354
859,9.533,1.75697E+12,145.935898,139.361618,548.72699,141.486862,-3.496023,548.232361
860,9.544,1.75697E+12,145.820694,139.374786,548.649902,141.570724,-3.735713,548.031067
861,9.555,1.75697E+12,145.598099,140.057236,549.160156,141.676651,-5.091223,548.351196
862,9.566,1.75697E+12,145.634354,141.933548,548.879578,141.678421,-6.400686,547.845337
863,9.577,1.75697E+12,146.051559,143.399323,549.165222,141.730453,-7.584441,548.176758
864,9.588,1.75697E+12,146.072189,143.699615,549.298584,141.909637,-8.674496,548.35553
865,9.6,1.75697E+12,145.640198,144.0177,549.032532,141.903946,-9.273887,547.97345
866,9.611,1.75697E+12,145.471649,144.103561,549.101379,141.588333,-9.641964,548.080566
867,9.622,1.75697E+12,145.49472,144.042984,549.155151,141.846863,-9.893511,548.067993
868,9.633,1.75697E+12,145.454239,144.156326,549.263367,141.869949,-9.947373,548.122131
869,9.644,1.75697E+12,145.40274,144.262909,549.101135,141.676544,-10.08366,547.983337
870,9.655,1.75697E+12,145.453354,144.198364,549.080322,141.751526,-9.931435,547.898071
871,9.666,1.75697E+12,145.474503,144.203766,548.998413,141.76918,-10.137797,548.014893
872,9.677,1.75697E+12,145.481308,144.183594,549.088013,141.798782,-10.025823,547.949707
873,9.688,1.75697E+12,145.529022,144.223373,549.281555,141.817612,-10.024807,548.137939
874,9.7,1.75697E+12,145.426743,144.338806,549.10321,141.727737,-9.993773,548.000854
875,9.711,1.75697E+12,145.4599,144.209122,549.152344,141.720886,-10.004883,547.944336
876,9.722,1.75697E+12,145.437622,144.085953,549.120728,141.747803,-10.020227,547.952454
877,9.733,1.75697E+12,145.450104,144.211166,548.999207,141.821213,-10.079411,548.003784
878,9.744,1.75697E+12,145.484482,144.248001,549.27179,141.730957,-9.965178,548.242188
879,9.755,1.75697E+12,145.544815,144.151138,549.138184,141.809784,-10.047754,548.026672
880,9.766,1.75697E+12,145.400574,144.264633,549.100098,141.660172,-9.90094,547.844177
881,9.777,1.75697E+12,145.40274,144.262909,549.101135,141.671921,-10.031147,548.044556
882,9.788,1.75697E+12,145.425385,144.18486,549.034546,141.799072,-10.059494,547.915894
883,9.8,1.75697E+12,145.426224,144.289215,549.068604,141.828278,-9.918865,548.156067
884,9.811,1.75697E+12,145.439941,144.171204,549.181763,141.76889,-9.963021,548.14801
885,9.822,1.75697E+12,145.444122,144.194901,549.084778,141.75975,-10.04479,548.04895
886,9.833,1.75697E+12,145.444122,144.194901,549.084778,141.700668,-9.994864,547.993958
887,9.844,1.75697E+12,145.454666,144.222458,549.066223,141.75943,-10.081715,548.007141
888,9.855,1.75697E+12,145.381073,144.130707,549.232727,141.72644,-10.012002,547.957031
889,9.866,1.75697E+12,145.514816,144.232544,549.202759,141.815659,-9.919274,548.08313
890,9.877,1.75697E+12,145.460876,144.157364,549.050293,141.778137,-9.948997,548.231934
891,9.888,1.75697E+12,145.429214,144.125198,549.15033,141.698532,-10.009199,547.90094
892,9.9,1.75697E+12,145.427887,144.392441,548.976746,141.731781,-9.957882,547.893494
893,9.911,1.75697E+12,145.413925,144.139847,549.140625,141.831879,-10.041614,548.217712
894,9.922,1.75697E+12,145.387222,144.147934,549.146423,141.886322,-9.957968,548.305725
895,9.933,1.75697E+12,145.447327,144.157242,549.135132,141.763916,-9.969022,548.09137
896,9.944,1.75697E+12,145.462051,144.31279,549.046082,141.748322,-10.013132,548.071838
897,9.955,1.75697E+12,145.50737,144.141113,549.205261,141.694458,-10.111952,548.00769
898,9.966,1.75697E+12,145.451904,144.252411,549.025757,141.698044,-10.07505,548.10321
899,9.977,1.75697E+12,145.387085,144.296478,549.143799,141.821823,-9.979992,548.295227
900,9.988,1.75697E+12,145.374924,144.352783,549.090637,141.694077,-10.040698,548.350708
901,10,1.75697E+12,145.440201,144.281281,549.085693,141.719086,-9.91639,547.843018
902,10.011,1.75697E+12,145.425934,144.237198,549.135437,141.78273,-10.058847,547.975769
903,10.022,1.75697E+12,145.447281,144.236969,549.053955,141.741806,-9.987996,547.852478
904,10.033,1.75697E+12,145.400757,144.26712,549.18512,141.811295,-9.956977,548.216919
905,10.044,1.75697E+12,145.462112,144.207718,549.222473,141.764603,-10.049549,548.193542
906,10.055,1.75697E+12,145.45079,144.312653,549.05011,141.688644,-10.01924,548.042419
907,10.066,1.75697E+12,145.453354,144.198364,549.080322,141.765518,-10.130846,547.95343
908,10.077,1.75697E+12,145.50737,144.141113,549.205261,141.775345,-9.938278,547.784973
909,10.088,1.75697E+12,145.422531,144.048111,549.302551,141.650574,-10.063031,548.049927
910,10.1,1.75697E+12,145.450394,144.117355,549.235291,141.83609,-9.962988,548.061462
911,10.111,1.75697E+12,145.449173,144.174683,549.177307,141.794159,-10.090503,547.952881
912,10.122,1.75697E+12,145.439667,144.336227,549.029907,141.703629,-10.101225,548.049438
913,10.133,1.75697E+12,145.42511,144.139191,549.219421,141.736481,-10.042117,547.916016
914,10.144,1.75697E+12,145.487198,144.083969,549.185181,141.776321,-9.960115,547.881836
915,10.155,1.75697E+12,145.403854,144.346344,549.018127,141.857635,-10.027252,548.217285
916,10.166,1.75697E+12,145.424469,144.232025,549.202576,141.71994,-9.986858,548.280212
917,10.177,1.75697E+12,145.473526,144.255508,549.100464,141.759155,-10.107681,548.055908
918,10.188,1.75697E+12,145.486664,144.067276,549.202332,141.779007,-9.978026,547.829224
919,10.2,1.75697E+12,145.451065,144.156693,549.110718,141.794159,-10.090503,547.952881
920,10.211,1.75697E+12,145.449326,144.335983,549.013062,141.709213,-10.03864,548.058044
921,10.222,1.75697E+12,145.492935,144.291077,549.225037,141.78894,-10.00759,548.28186
922,10.233,1.75697E+12,145.453354,144.198364,549.080322,141.82869,-9.976581,548.14447
923,10.244,1.75697E+12,145.462051,144.31279,549.046082,141.711258,-10.029613,548.045593
924,10.255,1.75697E+12,145.454895,144.141006,549.138184,141.757507,-9.926852,547.777588
925,10.266,1.75697E+12,145.458725,144.26973,549.091064,141.793243,-10.009207,548.192993
926,10.277,1.75697E+12,145.425003,144.346542,549.010681,141.796417,-9.932178,548.296204
927,10.288,1.75697E+12,145.450363,144.195221,549.16687,141.847015,-10.045493,548.021973
928,10.3,1.75697E+12,145.412933,144.293884,549.082214,141.698044,-10.07505,548.10321
929,10.311,1.75697E+12,145.362747,144.260864,549.035034,141.794159,-10.090503,547.952881
930,10.322,1.75697E+12,145.463074,144.158752,549.104492,141.731781,-9.957882,547.893494
931,10.333,1.75697E+12,145.412384,144.371155,549.075195,141.793243,-10.009207,548.192993
932,10.344,1.75697E+12,145.453629,144.267548,549.166504,141.885834,-9.95426,548.124939
933,10.355,1.75697E+12,145.422379,144.316589,549.127319,141.817612,-10.024807,548.137939
934,10.366,1.75697E+12,145.472153,144.229782,549.110962,141.795334,-9.991717,547.839661
935,10.377,1.75697E+12,145.480606,144.211197,549.068726,141.809952,-9.98713,547.967102
936,10.388,1.75697E+12,145.43924,144.174591,549.180847,141.75975,-10.04479,548.04895
937,10.4,1.75697E+12,145.372559,144.206161,549.092163,141.868713,-9.979027,548.223816
938,10.411,1.75697E+12,145.402664,144.21315,549.084961,141.805511,-9.980228,548.312012
939,10.422,1.75697E+12,145.388504,144.229156,549.058472,141.703827,-10.161106,548.00769
940,10.433,1.75697E+12,145.460876,144.157364,549.050293,141.794159,-10.090503,547.952881
941,10.444,1.75697E+12,145.476105,144.141235,549.130676,141.805664,-9.966466,548.075134
942,10.455,1.75697E+12,145.381073,144.130707,549.232727,141.801254,-9.960639,548.224304
943,10.466,1.75697E+12,145.480774,144.287766,549.063599,141.818283,-9.934346,548.202393
944,10.477,1.75697E+12,145.459244,144.274124,549.232666,141.677856,-10.044843,547.883118
945,10.488,1.75697E+12,145.461899,144.151474,549.210388,141.786453,-10.011555,547.865112
946,10.5,1.75697E+12,145.44754,144.179871,549.170288,141.761749,-10.053035,548.110901
947,10.511,1.75697E+12,145.390106,144.213638,549.157959,141.793854,-9.929628,548.124634
948,10.522,1.75697E+12,145.36232,144.260895,549.119446,141.712692,-9.987106,548.19342
949,10.533,1.75697E+12,145.487198,144.083969,549.185181,141.661774,-10.064923,548.10321
950,10.544,1.75697E+12,145.459335,144.214722,548.992432,141.727798,-10.071075,547.951843
951,10.555,1.75697E+12,145.472351,144.100098,549.104675,141.745377,-9.95913,548.011047
952,10.566,1.75697E+12,145.42804,144.337585,549.032532,141.712509,-9.96006,548.097534
953,10.577,1.75697E+12,145.487579,144.219711,549.214294,141.677979,-9.978788,548.195007
954,10.588,1.75697E+12,145.440201,144.281281,549.085693,141.75975,-10.04479,548.04895
955,10.6,1.75697E+12,145.42955,144.14534,549.140259,141.766846,-10.020907,547.947205
956,10.611,1.75697E+12,145.453354,144.198364,549.080322,141.713608,-10.0684,547.953308
957,10.622,1.75697E+12,145.41478,144.10144,549.250916,141.703415,-10.057039,547.961121
958,10.633,1.75697E+12,145.470276,144.258484,549.249878,141.800766,-10.03125,548.305115
959,10.644,1.75697E+12,145.369858,144.161179,549.138916,141.672394,-9.974251,547.994751
960,10.655,1.75697E+12,145.39447,144.153595,549.133362,141.758347,-10.043252,548.030823
961,10.666,1.75697E+12,145.460876,144.157364,549.050293,141.679932,-9.972585,547.854614
962,10.677,1.75697E+12,145.408218,144.178802,549.102966,141.694946,-9.985577,547.93689
963,10.688,1.75697E+12,145.503342,144.207016,549.210999,141.714966,-9.953809,548.299133
964,10.7,1.75697E+12,145.411896,144.216705,549.078186,141.652237,-9.976675,548.005432
965,10.711,1.75697E+12,145.501236,144.106644,549.313965,141.75975,-10.04479,548.04895
966,10.722,1.75697E+12,145.453354,144.198364,549.080322,141.732452,-10.120764,548.007141
967,10.733,1.75697E+12,145.473526,144.255508,549.100464,141.703583,-9.953219,547.950378
968,10.744,1.75697E+12,145.452271,144.281509,549.067505,141.857635,-10.027252,548.217285
969,10.755,1.75697E+12,145.470963,144.283997,549.070801,141.771149,-9.971626,548.24646
970,10.766,1.75697E+12,145.487289,144.163132,549.175964,141.72052,-10.0145,548.277649
971,10.777,1.75697E+12,145.306686,144.209747,549.039734,141.708084,-10.105168,548.062195
972,10.788,1.75697E+12,145.425934,144.237198,549.135437,141.76442,-9.996172,547.828735
973,10.8,1.75697E+12,145.440002,144.219635,549.138428,141.724838,-10.035445,548.039734
974,10.811,1.75697E+12,145.437698,144.231949,549.122986,141.811295,-9.956977,548.216919
975,10.822,1.75697E+12,145.425644,144.07933,549.198242,141.75975,-10.04479,548.04895
976,10.833,1.75697E+12,145.457352,144.18364,549.163086,141.78273,-10.058847,547.975769
977,10.844,1.75697E+12,145.450256,144.226639,549.137817,141.71608,-10.019119,547.961304
978,10.855,1.75697E+12,145.453354,144.198364,549.080322,141.731781,-9.957882,547.893494
979,10.866,1.75697E+12,145.433105,144.156128,549.270874,141.76123,-9.958193,548.144958
980,10.877,1.75697E+12,145.426224,144.289215,549.068604,141.801437,-10.073937,548.220825
981,10.888,1.75697E+12,145.410797,144.220657,549.070007,141.720108,-10.0008,548.011353
982,10.9,1.75697E+12,145.41774,144.182465,549.095947,141.65799,-9.992497,547.949463
983,10.911,1.75697E+12,145.436066,144.237137,549.115906,141.731949,-9.97664,547.895813
984,10.922,1.75697E+12,145.475967,144.133896,549.213318,141.797394,-10.02705,548.301392
985,10.933,1.75697E+12,145.424072,144.185547,549.174866,141.830322,-10.028229,548.202942
986,10.944,1.75697E+12,145.392624,144.268738,549.029541,141.687653,-9.894087,547.89978
987,10.955,1.75697E+12,145.457214,144.165619,549.181458,141.772171,-10.035821,547.8974
988,10.966,1.75697E+12,145.375443,144.146271,549.147339,141.732452,-10.120764,548.007141
989,10.977,1.75697E+12,145.470459,144.207291,549.076233,141.650375,-10.03598,547.953979
990,10.988,1.75697E+12,145.403625,144.158676,549.196472,141.82132,-9.953314,548.209534
991,11,1.75697E+12,145.427567,144.183136,549.035522,141.716782,-10.005957,548.121155
992,11.011,1.75697E+12,145.440536,144.154846,549.129028,141.713516,-9.943665,547.948181
993,11.022,1.75697E+12,145.460876,144.157364,549.050293,141.831238,-10.109527,547.962769
994,11.033,1.75697E+12,145.460831,144.370117,548.988159,141.688736,-9.992088,547.946289
995,11.044,1.75697E+12,145.506195,144.133652,549.058899,141.735291,-10.031781,548.326599
996,11.055,1.75697E+12,145.522385,144.21434,549.197021,141.813309,-10.023192,548.226807
997,11.066,1.75697E+12,145.462784,144.285553,549.059753,141.732834,-9.93456,547.914795
998,11.077,1.75697E+12,145.438766,144.267792,549.001831,141.769791,-10.074909,548.007935
999,11.088,1.75697E+12,145.414658,144.2005,549.012024,141.743454,-9.931983,547.787964
1000,11.1,1.75697E+12,145.503189,144.265381,549.151672,141.801697,-10.068571,548.203491
1001,11.111,1.75697E+12,145.439941,144.171204,549.181763,141.762177,-9.986104,548.265869
1002,11.122,1.75697E+12,145.454895,144.141098,549.135864,141.784134,-10.006678,547.99762
1003,11.133,1.75697E+12,145.410233,144.325684,548.965515,141.653122,-10.105848,548.025818
1004,11.144,1.75697E+12,145.448349,144.032303,549.171692,141.796432,-9.980499,547.898682
1005,11.155,1.75697E+12,145.41629,144.236511,549.041443,141.877045,-9.870185,548.058289
1006,11.166,1.75697E+12,145.446396,144.346359,549.088745,141.854706,-9.973256,548.156555
1007,11.177,1.75697E+12,145.433746,144.205673,549.071655,141.771255,-9.95453,548.137573
1008,11.188,1.75697E+12,145.480133,144.257278,549.096802,141.757843,-10.016564,547.945068
1009,11.2,1.75697E+12,145.501892,144.157715,549.115906,141.732025,-9.900325,547.810852
1010,11.211,1.75697E+12,145.45787,144.289093,549.143066,141.768982,-9.947911,547.870239
1011,11.222,1.75697E+12,145.470566,144.1745,549.255432,141.693604,-9.996858,548.090942
1012,11.233,1.75697E+12,145.435928,144.101654,549.243469,141.830322,-10.028229,548.202942
1013,11.244,1.75697E+12,145.452087,144.131973,549.068909,141.744614,-9.932317,547.925293
1014,11.255,1.75697E+12,145.437622,144.085953,549.120728,141.723007,-10.058416,548.004028
1015,11.266,1.75697E+12,145.402878,144.114365,549.10376,141.722427,-10.090648,548.048157
1016,11.277,1.75697E+12,145.492081,144.153931,549.123108,141.819199,-9.948838,548.050659
1017,11.288,1.75697E+12,145.389389,144.330643,549.026306,141.706665,-10.072123,548.327148
1018,11.3,1.75697E+12,145.431381,144.228851,549.044067,141.70723,-9.808183,547.990845
1019,11.311,1.75697E+12,145.41774,144.182465,549.095947,141.662262,-10.006792,547.964417
1020,11.322,1.75697E+12,145.501892,144.157715,549.115906,141.751526,-9.984447,547.845276
1021,11.333,1.75697E+12,145.386887,144.15184,549.137756,141.817612,-10.024807,548.137939
1022,11.344,1.75697E+12,145.445358,144.237228,549.120728,141.750732,-9.954444,548.288696
1023,11.355,1.75697E+12,145.453796,144.243576,549.190857,141.680283,-9.93265,547.946167
1024,11.366,1.75697E+12,145.395355,144.157394,549.139709,141.728348,-10.140721,548.03125
1025,11.377,1.75697E+12,145.422501,144.16774,549.122131,141.808975,-10.076272,547.931885
1026,11.388,1.75697E+12,145.460876,144.157364,549.050293,141.762146,-10.005706,547.938416
1027,11.4,1.75697E+12,145.416992,144.285751,549.073059,141.845825,-9.932926,548.166504
1028,11.411,1.75697E+12,145.468018,144.292999,549.13562,141.771255,-9.95453,548.137573
1029,11.422,1.75697E+12,145.381058,144.315552,549.054993,141.666046,-10.055506,547.953796
1030,11.433,1.75697E+12,145.462051,144.31279,549.046082,141.727798,-10.071075,547.951843
1031,11.444,1.75697E+12,145.450256,144.226639,549.137817,141.798859,-10.035322,547.960571
1032,11.455,1.75697E+12,145.392227,144.314011,549.055054,141.651382,-9.931807,548.095215
1033,11.466,1.75697E+12,145.453476,144.302048,549.057068,141.859161,-9.99338,548.243225
1034,11.477,1.75697E+12,145.451813,144.255722,549.022461,141.758316,-10.005351,548.057556
1035,11.488,1.75697E+12,145.407791,144.158875,549.067017,141.676285,-9.903255,547.83197
1036,11.5,1.75697E+12,145.352798,144.269501,548.963074,141.799149,-9.99677,547.8974
1037,11.511,1.75697E+12,145.380325,144.232697,549.202332,141.78273,-10.005501,548.281433
1038,11.522,1.75697E+12,145.413559,144.158768,549.192993,141.831528,-9.976078,548.077881
1039,11.533,1.75697E+12,145.517838,144.352951,548.911621,141.6082,-9.94106,548.03418
1040,11.544,1.75697E+12,145.499466,144.244263,549.102966,141.696823,-10.11119,548.018005
1041,11.555,1.75697E+12,145.483093,144.046432,549.15564,141.782211,-10.032158,547.890015
1042,11.566,1.75697E+12,145.41156,144.093674,549.121887,141.815704,-9.947942,548.182434
1043,11.577,1.75697E+12,145.469543,144.180389,549.095337,141.746841,-9.999549,548.286072
1044,11.588,1.75697E+12,145.413605,144.261261,549.101379,141.884598,-9.988203,548.217285
1045,11.6,1.75697E+12,145.472351,144.100098,549.104675,141.74852,-9.984024,547.964111
1046,11.611,1.75697E+12,145.460831,144.370117,548.988159,141.68663,-10.022387,547.909363
1047,11.622,1.75697E+12,145.380661,144.225296,548.998474,141.790955,-10.068103,547.945862
1048,11.633,1.75697E+12,145.492081,144.153931,549.123108,141.854706,-9.973256,548.156555
1049,11.644,1.75697E+12,145.445221,144.190948,549.092957,141.792145,-9.961265,548.162842
1050,11.655,1.75697E+12,145.439957,144.338989,549.013184,141.75975,-10.04479,548.04895
1051,11.666,1.75697E+12,145.469131,144.268478,549.014404,141.744812,-10.122202,548.069946
1052,11.677,1.75697E+12,145.394409,144.250504,548.968079,141.747803,-9.986447,547.986084
1053,11.688,1.75697E+12,145.424561,144.420181,549.021057,141.73877,-10.07269,548.087524
1054,11.7,1.75697E+12,145.474518,144.127548,549.299805,141.78093,-9.909159,548.171997
1055,11.711,1.75697E+12,145.458038,144.234451,549.04425,141.644897,-9.983594,548.015686
1056,11.722,1.75697E+12,145.440659,144.312973,548.968018,141.734619,-10.067499,548.010681
1057,11.733,1.75697E+12,145.453354,144.198364,549.080322,141.772171,-10.035821,547.8974
1058,11.744,1.75697E+12,145.412231,144.21994,549.131165,141.713516,-9.943665,547.948181
1059,11.755,1.75697E+12,145.467194,144.351822,549.001648,141.787628,-9.911675,548.107605
1060,11.766,1.75697E+12,145.498199,144.307312,549.137329,141.704971,-10.059241,548.082947
1061,11.777,1.75697E+12,145.431946,144.310684,548.904175,141.758347,-10.043252,548.030823
1062,11.788,1.75697E+12,145.453094,144.423462,548.936523,141.758301,-9.985589,547.844421
1063,11.8,1.75697E+12,145.418533,144.333923,549.039551,141.72261,-9.991123,547.8797
1064,11.811,1.75697E+12,145.457581,144.373077,549.137573,141.872604,-9.886335,548.169861
1065,11.822,1.75697E+12,145.43924,144.174591,549.180847,141.806946,-9.868752,548.052429
1066,11.833,1.75697E+12,145.426132,144.143219,549.066406,141.769791,-10.074909,548.007935
1067,11.844,1.75697E+12,145.469131,144.268478,549.014404,141.737778,-10.02389,547.959839
1068,11.855,1.75697E+12,145.466049,144.083771,549.192627,141.80687,-10.093932,548.017883
1069,11.866,1.75697E+12,145.428467,144.228485,549.127441,141.722137,-9.983659,548.186523
1070,11.877,1.75697E+12,145.441696,144.217224,549.205688,141.83287,-9.874126,548.115417
1071,11.888,1.75697E+12,145.499634,144.218521,549.054749,141.823395,-9.941446,547.898682
1072,11.9,1.75697E+12,145.427567,144.183136,549.035522,141.769791,-10.074909,548.007935
1073,11.911,1.75697E+12,145.427261,144.186127,549.088928,141.857483,-10.038175,547.872925
1074,11.922,1.75697E+12,145.458801,144.180008,549.16626,141.803238,-10.014075,547.934875
1075,11.933,1.75697E+12,145.459793,144.240494,549.037476,141.830261,-10.088851,548.296387
1076,11.944,1.75697E+12,145.437698,144.231949,549.122986,141.880051,-9.937323,548.107422
1077,11.955,1.75697E+12,145.396729,144.097137,549.190063,141.743622,-10.084352,547.961975
1078,11.966,1.75697E+12,145.428925,144.180405,549.192261,141.67836,-10.02259,547.857544
1079,11.977,1.75697E+12,145.408951,144.183624,549.12146,141.745636,-9.934366,547.862183
1080,11.988,1.75697E+12,145.433746,144.248215,549.038574,141.838257,-9.917927,548.216858
1081,12,1.75697E+12,145.439606,144.173172,549.110718,141.821823,-9.979992,548.295227
1082,12.011,1.75697E+12,145.428207,144.279221,549.091919,141.805237,-10.04228,547.959351
1083,12.022,1.75697E+12,145.488098,144.305069,549.044983,141.712997,-9.983739,547.856812
1084,12.033,1.75697E+12,145.429459,144.181686,549.036377,141.732101,-9.929577,547.853943
1085,12.044,1.75697E+12,145.446854,144.129883,549.154541,141.797485,-9.933808,548.250244
1086,12.055,1.75697E+12,145.449631,144.260773,549.116394,141.693161,-9.93959,548.234741
1087,12.066,1.75697E+12,145.456696,144.133667,549.147339,141.76889,-9.963021,548.14801
1088,12.077,1.75697E+12,145.488846,144.170868,549.09613,141.616257,-9.983811,547.898193
1089,12.088,1.75697E+12,145.437607,144.12851,549.087708,141.758301,-9.985589,547.844421
1090,12.1,1.75697E+12,145.426071,144.127899,549.23291,141.78746,-9.927553,548.112732
1091,12.111,1.75697E+12,145.453354,144.198364,549.080322,141.793243,-10.009207,548.192993
1092,12.122,1.75697E+12,145.437698,144.231949,549.122986,141.773911,-10.027096,548.16571
1093,12.133,1.75697E+12,145.455475,144.298752,548.977417,141.726334,-9.992233,547.982727
1094,12.144,1.75697E+12,145.472351,144.100098,549.104675,141.779785,-10.004845,547.914978
1095,12.155,1.75697E+12,145.39447,144.153595,549.133362,141.779022,-9.960574,547.927551
1096,12.166,1.75697E+12,145.426071,144.127899,549.23291,141.766556,-9.911893,548.180481
1097,12.177,1.75697E+12,145.612671,143.855011,549.184692,141.622894,-9.859198,548.148315
1098,12.188,1.75697E+12,146.07692,143.353882,549.30304,141.747696,-8.517942,548.280151
1099,12.2,1.75697E+12,146.105255,143.079468,548.617615,141.617294,-7.484693,548.014343
1100,12.211,1.75697E+12,145.425995,142.16539,548.521362,141.639969,-6.021303,548.283203
1101,12.222,1.75697E+12,145.60614,140.899414,548.883972,141.490829,-4.802313,548.565613
1102,12.233,1.75697E+12,145.892609,140.119843,549.120178,141.707382,-4.682363,548.386963
1103,12.244,1.75697E+12,146.020554,139.466934,548.859497,141.615128,-4.172713,548.296814
1104,12.255,1.75697E+12,145.969299,139.348129,548.780823,141.437454,-3.905195,548.041748
1105,12.266,1.75697E+12,145.899689,139.589874,548.6474,141.566299,-4.037339,548.127991
1106,12.277,1.75697E+12,145.756821,139.680969,549.021729,141.441437,-3.795851,548.139404
1107,12.288,1.75697E+12,145.865173,139.784073,548.826111,141.548843,-3.96804,548.262146
1108,12.3,1.75697E+12,145.941345,139.788467,548.845154,141.531158,-4.029866,548.302002
1109,12.311,1.75697E+12,145.915833,139.716187,548.847656,141.531082,-4.07461,548.204346
1110,12.322,1.75697E+12,145.915939,139.713638,548.655029,141.5401,-3.964851,548.137512
1111,12.333,1.75697E+12,145.88916,139.732712,548.622253,141.517899,-3.966637,548.169373
1112,12.344,1.75697E+12,145.893234,139.775009,548.795288,141.505447,-3.914037,548.177795
1113,12.355,1.75697E+12,145.893234,139.775009,548.795288,141.54393,-4.040121,548.244568
1114,12.366,1.75697E+12,145.917542,139.743927,548.801819,141.581085,-3.857741,548.126465
1115,12.377,1.75697E+12,145.936401,139.793015,548.784607,141.507996,-4.027227,548.157898
1116,12.388,1.75697E+12,145.912903,139.828888,548.813599,141.472778,-3.973765,548.108398
1117,12.4,1.75697E+12,145.959686,139.769958,548.95575,141.502716,-3.940192,548.272034
1118,12.411,1.75697E+12,146.121292,139.85054,549.145996,141.467178,-3.88175,548.153381
1119,12.422,1.75697E+12,145.9711,139.807144,548.768494,141.593262,-3.911597,548.119507
1120,12.433,1.75697E+12,145.945175,139.69873,548.797791,141.501022,-3.931374,548.126587
1121,12.444,1.75697E+12,145.936401,139.793015,548.784607,141.442352,-3.896606,548.093994
1122,12.455,1.75697E+12,145.912903,139.828888,548.813599,141.443375,-3.972482,548.3396
1123,12.466,1.75697E+12,145.935501,139.77005,548.865967,141.52739,-4.007551,548.2771
1124,12.477,1.75697E+12,145.898407,139.869034,548.915161,141.466568,-3.931233,548.209839
1125,12.488,1.75697E+12,145.912903,139.828888,548.813599,141.483109,-3.963802,548.177246
1126,12.5,1.75697E+12,145.859329,139.765671,548.846863,141.483887,-4.011361,547.971802
1127,12.511,1.75697E+12,145.876038,139.804733,548.63324,141.437454,-3.905195,548.041748
1128,12.522,1.75697E+12,145.998795,139.784821,548.719788,141.444565,-3.991851,548.285767
1129,12.533,1.75697E+12,145.989899,139.90181,549.042542,141.530746,-3.907925,548.23822
1130,12.544,1.75697E+12,145.935501,139.77005,548.865967,141.460907,-4.106636,548.263245
1131,12.555,1.75697E+12,145.938339,139.87941,548.705933,141.531082,-4.07461,548.204346
1132,12.566,1.75697E+12,145.959,139.734192,548.836914,141.554382,-3.969547,548.169495
1133,12.577,1.75697E+12,145.968155,139.813004,548.908875,141.455994,-3.981297,548.270142
1134,12.588,1.75697E+12,145.968155,139.813004,548.908875,141.480927,-3.984526,548.265808
1135,12.6,1.75697E+12,145.908508,139.828094,549.033569,141.533325,-3.987495,548.081848
1136,12.611,1.75697E+12,145.997284,139.854019,548.778076,141.519028,-4.036684,548.228699
1137,12.622,1.75697E+12,145.935257,139.638016,548.645569,141.590012,-3.953354,548.167969
1138,12.633,1.75697E+12,145.857193,139.849213,548.865112,141.49379,-3.83642,548.23645
1139,12.644,1.75697E+12,145.935501,139.77005,548.865967,141.510452,-3.995772,548.344543
1140,12.655,1.75697E+12,145.897324,139.817261,548.968384,141.52417,-3.8828,548.113586
1141,12.666,1.75697E+12,146.026794,139.750336,548.774475,141.487427,-3.958076,548.232971
1142,12.677,1.75697E+12,145.821808,139.70639,548.920288,141.437454,-3.905195,548.041748
1143,12.688,1.75697E+12,145.908386,139.805939,548.838623,141.571838,-3.905058,548.22522
1144,12.7,1.75697E+12,145.912903,139.828888,548.813599,141.524292,-3.90598,548.226196
1145,12.711,1.75697E+12,145.884766,139.731979,548.842163,141.502579,-3.933742,548.329712
1146,12.722,1.75697E+12,145.935501,139.77005,548.865967,141.492233,-4.059016,548.282593
1147,12.733,1.75697E+12,145.945175,139.69873,548.797791,141.419357,-3.993289,548.147705
1148,12.744,1.75697E+12,145.9711,139.807144,548.768494,141.483109,-3.963802,548.177246
